# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
JVM.usedNativeBytes,1747806468448000000,1747806524571000000,400508704
JVM.threadCount,1747806468448000000,1747806524571000000,80
JVM.usedHeapBytes,1747806468448000000,1747806524571000000,886817360
JVM.GC.collections,1747806468448000000,1747806524571000000,0
JVM.totalBytesAllocated,1747806468448000000,1747806524571000000,349222536
JVM.maxHeapBytes,1747806468448000000,1747806524571000000,2147483648
JVM.totalCpuTimeMs,1747806468448000000,1747806524571000000,17094
JVM.maxNativeBytes,1747806468448000000,1747806524571000000,-1
workspaceModel.mutableEntityStorage.referrers.ms,1747806524571000000,1747806558955000000,0
workspaceModel.save.cache.to.file.ms,1747806524571000000,1747806558955000000,1707
jps.project.serializers.load.ms,1747806524571000000,1747806558955000000,2
workspaceModel.moduleManagerBridge.load.module.ms,1747806524571000000,1747806558955000000,0
jps.load.project.to.empty.storage.ms,1747806524571000000,1747806558955000000,32
workspaceModel.mutableEntityStorage.modify.entity.ms,1747806524571000000,1747806558955000000,1
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1747806524571000000,1747806558955000000,2
workspaceModel.mutableEntityStorage.replace.by.source.ms,1747806524571000000,1747806558955000000,1
jps.apply.loaded.storage.ms,1747806524571000000,1747806558955000000,25
jps.reload.project.entities.ms,1747806524571000000,1747806558955000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1747806524571000000,1747806558955000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1747806524571000000,1747806558955000000,0
workspaceModel.global.apply.state.to.project.ms,1747806524571000000,1747806558955000000,0
jps.save.changed.project.entities.ms,1747806524571000000,1747806558955000000,42
jps.storage.jps.conf.reader.load.component.ms,1747806524571000000,1747806558955000000,2
jps.global.initialize.library.bridges.after.loading.ms,1747806524571000000,1747806558955000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1747806524571000000,1747806558955000000,5
jps.global.get.libraries.ms,1747806524571000000,1747806558955000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1747806524571000000,1747806558955000000,3
workspaceModel.moduleBridge.facet.initialization.ms,1747806524571000000,1747806558955000000,0
jps.load.initial.state.ms,1747806524571000000,1747806558955000000,4
jps.save.global.entities.ms,1747806524571000000,1747806558955000000,5
jps.project.serializers.save.ms,1747806524571000000,1747806558955000000,42
workspaceModel.mutableEntityStorage.collect.changes.ms,1747806524571000000,1747806558955000000,1
workspaceModel.mutableEntityStorage.entities.ms,1747806524571000000,1747806558955000000,2
jps.module.iml.entities.serializer.save.entities.ms,1747806524571000000,1747806558955000000,15
jps.facet.change.listener.before.change.events.ms,1747806524571000000,1747806558955000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1747806524571000000,1747806558955000000,1
workspaceModel.moduleManagerBridge.load.all.modules.ms,1747806524571000000,1747806558955000000,4
workspaceModel.mutableEntityStorage.has.same.entities.ms,1747806524571000000,1747806558955000000,0
jps.global.get.library.ms,1747806524571000000,1747806558955000000,0
workspaceModel.moduleBridge.before.changed.ms,1747806524571000000,1747806558955000000,1
workspaceModel.mutableEntityStorage.entities.by.source.ms,1747806524571000000,1747806558955000000,1
jps.app.storage.content.reader.load.component.ms,1747806524571000000,1747806558955000000,0
workspaceModel.load.cache.metadata.from.file.ms,1747806524571000000,1747806558955000000,0
jps.modifiable.module.model.bridge.renaming.ms,1747806524571000000,1747806558955000000,0
workspaceModel.load.cache.from.file.ms,1747806524571000000,1747806558955000000,0
workspaceModel.sync.entities.ms,1747806524571000000,1747806558955000000,0
jps.artifact.entities.serializer.load.entities.ms,1747806524571000000,1747806558955000000,0
jps.modifiable.module.model.bridge.load.module.ms,1747806524571000000,1747806558955000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1747806524571000000,1747806558955000000,0
workspaceModel.moduleBridge.update.option.ms,1747806524571000000,1747806558955000000,0
jps.global.handle.before.change.events.ms,1747806524571000000,1747806558955000000,0
workspaceModel.global.updates.count,1747806524571000000,1747806558955000000,0
jps.modifiable.module.model.bridge.disposing.ms,1747806524571000000,1747806558955000000,0
workspaceModel.orphan.listener.update.ms,1747806524571000000,1747806558955000000,3
workspaceModel.mutableEntityStorage.add.entity.ms,1747806524571000000,1747806558955000000,9
workspaceModel.moduleBridgeLoader.loading.modules.ms,1747806524571000000,1747806558955000000,84
jps.facet.change.listener.process.change.events.ms,1747806524571000000,1747806558955000000,1
jps.global.handle.changed.events.ms,1747806524571000000,1747806558955000000,0
jps.library.entities.serializer.load.entities.ms,1747806524571000000,1747806558955000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1747806524571000000,1747806558955000000,0
jps.global.get.library.by.name.ms,1747806524571000000,1747806558955000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1747806524571000000,1747806558955000000,10
jps.library.entities.serializer.save.entities.ms,1747806524571000000,1747806558955000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1747806524571000000,1747806558955000000,6
workspaceModel.moduleManagerBridge.newModule.ms,1747806524571000000,1747806558955000000,0
jps.app.storage.content.writer.save.component.ms,1747806524571000000,1747806558955000000,0
jps.modifiable.module.model.bridge.new.module.ms,1747806524571000000,1747806558955000000,23
jps.facet.change.listener.init.bridge.ms,1747806524571000000,1747806558955000000,1
jps.global.initialize.library.bridges.ms,1747806524571000000,1747806558955000000,0
jps.artifact.entities.serializer.save.entities.ms,1747806524571000000,1747806558955000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1747806524571000000,1747806558955000000,0
jps.module.iml.entities.serializer.load.entities.ms,1747806524571000000,1747806558955000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1747806524571000000,1747806558955000000,2
workspaceModel.delayed.project.synchronizer.sync.ms,1747806524571000000,1747806558955000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1747806524571000000,1747806558955000000,3
workspaceModel.global.updates.ms,1747806524571000000,1747806558955000000,0
FilePageCacheLockFree.heapBytesInUse,1747806524571000000,1747806558955000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1747806524571000000,1747806558955000000,2
DirectByteBufferAllocator.hits,1747806524571000000,1747806558955000000,0
FilePageCacheLockFree.totalBytesWritten,1747806524571000000,1747806558955000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1747806524571000000,1747806558955000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1747806524571000000,1747806558955000000,16384
FilePageCacheLockFree.totalPagesHandedOver,1747806524571000000,1747806558955000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1747806524571000000,1747806558955000000,0
MappedFileStorage.storages,1747806524571000000,1747806558955000000,0
FilePageCacheLockFree.totalPagesRequested,1747806524571000000,1747806558955000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1747806524571000000,1747806558955000000,41975808
StorageLockContext.competingThreads.90P,1747806524571000000,1747806558955000000,0
FilePageCache.totalPageDisposalsUs,1747806524571000000,1747806558955000000,0
MappedFileStorage.totalBytesMapped,1747806524571000000,1747806558955000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1747806524571000000,1747806558955000000,0
FilePageCacheLockFree.totalPagesReadMs,1747806524571000000,1747806558955000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1747806524571000000,1747806558955000000,0
FilePageCache.disposedBuffers,1747806524571000000,1747806558955000000,255
FileChannelInterruptsRetryer.totalRetriedAttempts,1747806524571000000,1747806558955000000,0
FilePageCacheLockFree.totalBytesRead,1747806524571000000,1747806558955000000,0
FilePageCache.pageHits,1747806524571000000,1747806558955000000,0
FilePageCache.maxCacheSizeInBytes,1747806524571000000,1747806558955000000,269500416
FilePageCacheLockFree.totalPagesWriteMs,1747806524571000000,1747806558955000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1747806524571000000,1747806558955000000,0
FilePageCacheLockFree.totalBytesRequested,1747806524571000000,1747806558955000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1747806524571000000,1747806558955000000,302
FilePageCacheLockFree.housekeeperTurnsSkipped,1747806524571000000,1747806558955000000,11035
MappedFileStorage.totalPagesMapped,1747806524571000000,1747806558955000000,0
FilePageCacheLockFree.nativeBytesInUse,1747806524571000000,1747806558955000000,0
FilePageCache.pageFastCacheHits,1747806524571000000,1747806558955000000,0
FilePageCacheLockFree.totalPagesReclaimed,1747806524571000000,1747806558955000000,2
FilePageCache.pageLoads,1747806524571000000,1747806558955000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1747806524571000000,1747806558955000000,70
FilePageCache.maxRegisteredFiles,1747806524571000000,1747806558955000000,547
FilePageCache.uncachedFileAccess,1747806524571000000,1747806558955000000,0
FilePageCache.capacityInBytes,1747806524571000000,1747806558955000000,503316478
FilePageCache.totalPageLoadsUs,1747806524571000000,1747806558955000000,0
DirectByteBufferAllocator.reclaimed,1747806524571000000,1747806558955000000,44
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1747806524571000000,1747806558955000000,46170112
DirectByteBufferAllocator.misses,1747806524571000000,1747806558955000000,0
StorageLockContext.competingThreads.max,1747806524571000000,1747806558955000000,0
DirectByteBufferAllocator.disposed,1747806524571000000,1747806558955000000,213
FilePageCacheLockFree.totalHeapBytesReclaimed,1747806524571000000,1747806558955000000,0
StorageLockContext.competingThreads.avg,1747806524571000000,1747806558955000000,0.0
FilePageCacheLockFree.totalPagesWritten,1747806524571000000,1747806558955000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1747806524571000000,1747806558955000000,12060
FilePageCacheLockFree.totalPagesAllocated,1747806524571000000,1747806558955000000,0
workspaceModel.replace.project.model.ms,1747806524571000000,1747806558955000000,0
workspaceModel.updates.precise.ms,1747806524571000000,1747806558955000000,0
workspaceModel.loading.from.cache.ms,1747806524571000000,1747806558955000000,16
workspaceModel.updates.ms,1747806524571000000,1747806558955000000,851
workspaceModel.loading.total.ms,1747806524571000000,1747806558955000000,29
workspaceModel.check.recursive.update.ms,1747806524571000000,1747806558955000000,0
workspaceModel.init.bridges.ms,1747806524571000000,1747806558955000000,1
workspaceModel.collect.changes.ms,1747806524571000000,1747806558955000000,0
workspaceModel.initializing.ms,1747806524571000000,1747806558955000000,1
workspaceModel.updates.count,1747806524571000000,1747806558955000000,3
workspaceModel.to.snapshot.ms,1747806524571000000,1747806558955000000,0
workspaceModel.update.unloaded.entities.ms,1747806524571000000,1747806558955000000,0
workspaceModel.pre.handlers.ms,1747806524571000000,1747806558955000000,2
Indexes.allKeys.lookupDuration90PMs,1747806524571000000,1747806558955000000,0.0
Indexes.stubs.lookupDurationMaxMs,1747806524571000000,1747806558955000000,0.0
Indexes.entries.lookupDurationMaxMs,1747806524571000000,1747806558955000000,0.0
Indexes.entries.lookupDuration90PMs,1747806524571000000,1747806558955000000,0.0
Indexes.stubs.lookupDurationAvgMs,1747806524571000000,1747806558955000000,0.0
Indexes.entries.lookupDurationAvgMs,1747806524571000000,1747806558955000000,0.0
Indexes.allKeys.lookups,1747806524571000000,1747806558955000000,0.0
Indexes.stubs.lookupDuration90PMs,1747806524571000000,1747806558955000000,0.0
Indexes.entries.lookups,1747806524571000000,1747806558955000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1747806524571000000,1747806558955000000,0.0
Indexes.stubs.lookups,1747806524571000000,1747806558955000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1747806524571000000,1747806558955000000,0.0
WriteAction.executionsCount,1747806524571000000,1747806558955000000,0
AWTEventQueue.dispatchTimeMaxNs,1747806524571000000,1747806558955000000,0
FlushQueue.queueSize90P,1747806524571000000,1747806558955000000,0
FlushQueue.queueSizeAvg,1747806524571000000,1747806558955000000,0.0
FlushQueue.waitingTimeMaxNs,1747806524571000000,1747806558955000000,0
FlushQueue.waitingTimeAvgNs,1747806524571000000,1747806558955000000,0.0
FlushQueue.executionTime90PNs,1747806524571000000,1747806558955000000,0
FlushQueue.waitingTime90PNs,1747806524571000000,1747806558955000000,0
AWTEventQueue.dispatchTimeTotalNS,1747806524571000000,1747806558955000000,149062407
AWTEventQueue.eventsDispatched,1747806524571000000,1747806558955000000,0
FlushQueue.tasksExecuted,1747806524571000000,1747806558955000000,0
NonBlockingReadAction.failedExecutionTimeUs,1747806524571000000,1747806558955000000,0
AWTEventQueue.dispatchTime90PNs,1747806524571000000,1747806558955000000,0
FlushQueue.executionTimeMaxNs,1747806524571000000,1747806558955000000,0
ReadAction.executionsCount,1747806524571000000,1747806558955000000,1
NonBlockingReadAction.failedExecutionsCount,1747806524571000000,1747806558955000000,0
FlushQueue.queueSizeMax,1747806524571000000,1747806558955000000,0
FlushQueue.executionTimeAvgNs,1747806524571000000,1747806558955000000,0.0
NonBlockingReadAction.finalizedExecutionsCount,1747806524571000000,1747806558955000000,0
AWTEventQueue.dispatchTimeAvgNs,1747806524571000000,1747806558955000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1747806524571000000,1747806558955000000,0
OS.loadAverage,1747806524571000000,1747806558955000000,42.04443359375
JVM.GC.collectionTimesMs,1747806524571000000,1747806558955000000,0
JVM.usedNativeBytes,1747806524571000000,1747806558955000000,401559008
JVM.threadCount,1747806524571000000,1747806558955000000,59
JVM.usedHeapBytes,1747806524571000000,1747806558955000000,897303120
JVM.GC.collections,1747806524571000000,1747806558955000000,0
JVM.totalBytesAllocated,1747806524571000000,1747806558955000000,8662024
JVM.maxHeapBytes,1747806524571000000,1747806558955000000,2147483648
JVM.totalCpuTimeMs,1747806524571000000,1747806558955000000,1022
JVM.maxNativeBytes,1747806524571000000,1747806558955000000,-1
